Id,L0_S5_F116,L3_S36_F3934,L1_S25_F2530,L3_S30_F3504,L2_S26_F3062,L1_S24_F1036,L1_S25_F2061,L1_S25_F2662,L3_S44_F4118,L1_S25_F2144,L1_S24_F1411,L1_S24_F1467,L1_S25_F2712,L0_S19_F459,L3_S37_F3946,L1_S25_F2990,L1_S24_F808,L1_S25_F2747,L3_S29_F3367,L1_S25_F2466,L1_S25_F2749,L1_S24_F1520,L3_S30_F3609,L1_S24_F829,L0_S3_F88,L1_S25_F2545,L1_S24_F790,L1_S25_F2682,L1_S25_F2504,L1_S24_F1426,L0_S15_F394,L1_S25_F2842,L0_S21_F517,L1_S24_F1068,L1_S25_F2096,L1_S25_F2808,L0_S0_F4,L1_S24_F1235,L0_S17_F433,L3_S41_F4002,L3_S30_F3579,L1_S25_F2176,L3_S35_F3884,L1_S24_F844,L2_S28_F3259,L3_S29_F3479,L0_S11_F294,L1_S24_F897,L1_S25_F2594,L0_S12_F338,Response
17082,,0.0,,2.0,,,,,,,,,,,0.0,,,,38.0,,,,,,0.0,,,,,,,,,,,,-0.197,,,,,,,,,,,,,,0
17083,-131.0,,,-3.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,-0.197,,,,,,0.0,,,86.0,,,,,0
17084,,0.0,,1.0,,,,,,,,-0.112,,,0.0,,,,131.0,,,,0.037000000000000005,,,,,,,,,,,,,,,68.0,,,0.16399999999999998,,,,,-35.0,,,,,0
17086,,0.0,,4.0,,,,,,,,,,,0.0,,,,121.0,,,,-114.0,,,,,,,,,,,,,,-215.0,,,,0.104,,,,,-55.0,,,,,0
17091,,,,4.0,,,,,,,,,,,0.0,,,,177.0,,,,-12.0,,,,,,,,,,,,,,-179.0,,,,-78.0,,0.0,,,-114.0,,,,,0
17093,,0.0,,-3.0,0.027000000000000003,,,,,,-244.0,0.16,,,0.0,,,,-0.009000000000000001,,,,,,,,,,,-46.0,,,,,,,,,,,,,,,,12.0,,,,,0
17095,,,,0.0,,,,,,,,,,,0.0,,-107.0,,-207.0,,,,34.0,,,,-19.0,,,,,,,-0.279,,,,,,,-0.16899999999999998,,0.0,,,-0.027000000000000003,,,,,0
17097,252.0,,,-5.0,,,,,,,,,,,0.0,,,,121.0,,,,-0.07200000000000001,,,,,,,,,,,,,,-179.0,,,,-0.108,,0.0,,,-35.0,-131.0,,,,0
17099,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-179.0,,,1.0,,,,,,,,,,,0
17100,,,,-3.0,,,,,,,,,,,0.0,,,,-0.097,,,,268.0,,0.0,,,,,,,,,,,,0.33,,,,0.013,,0.0,,,-35.0,-154.0,,,,0
17106,,,,,,,,,79.0,,,,,0.052000000000000005,,,,,,,,,,,,,,,,,12.0,,-45.0,,,,,,-0.2,0.0,,,,,,,,,,0.058,0
17107,,0.0,,1.0,,,,,,17.0,,,,,0.0,,,,0.21,,,,,,,,,,,,,,,,0.0,,,,,,,77.0,,,,75.0,,,,,0
17109,,0.0,,0.0,,,,,,,,,,-86.0,0.0,,,,0.15,,,,,,,,,,,,12.0,,,,,,,,-153.0,,,,,,,145.0,,,,-53.0,0
17110,,0.0,,0.0,,,,,,,,,,-86.0,0.0,,,,0.15,,,,,,,,,,,,12.0,,,,,,,,-153.0,,,,,,,145.0,,,,-53.0,0
17111,-0.13,,,-3.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,,,,,,,,,,,,,,,,-179.0,,,,,,0.0,,,129.0,191.0,,,,0
17114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-179.0,,,0.0,,,,,,,-65.0,,,,0
17115,-0.07200000000000001,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,,,0.0,,,,,,,-0.026,,,,0
17116,188.0,0.0,,6.0,,,,,,,,,,,0.0,,,,-91.0,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,71.0,,,,,0
17117,,,,2.0,,,,,,,,,,,0.0,,,,129.0,,,,,,,,,,,,,,,,,,0.3670000000000001,,,,,,0.0,,,78.0,,,,,0
17120,,0.0,,-3.0,-0.173,,0.02,,,51.0,,,,,0.0,,,,-0.097,,,,66.0,,,,,,,,,,,,,,,,,,0.16399999999999998,106.0,,,,-63.0,,,,,0
17121,-159.0,0.0,,-4.0,,,,,,,,,,,0.0,,,,264.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,,,,-67.0,,,,,0
17122,,0.0,,0.0,,,,,,,,,,-0.06,0.0,,,,-0.18,,,,,,,,,,,,12.0,,,,,,,,0.14,,,,,,,,,,,-53.0,0
17123,,,,4.0,,,,,,,,,,33.0,0.0,,,,0.23,,,,133.0,,,,,,,,-0.08800000000000001,,,,,,,,171.0,,-0.108,,0.0,,,43.0,,,,0.058,0
17124,,,,1.0,94.0,,,,,-0.052000000000000005,,,,,0.0,,,,-85.0,,,,-129.0,,,,,,,,,,,,-0.011,,,,,,43.0,0.01,0.0,,,31.0,,,,,0
17125,,,,0.009000000000000001,,,,,,,,,,,0.0,,12.0,,-0.097,,,,-77.0,,,,33.0,,,,,,,77.0,,,,,,,-0.108,,0.0,,,-24.0,,,,,0
17126,,,,-3.0,0.119,,,,,,,,,,0.0,,,,-207.0,,,115.0,-25.0,,,,,,,,,,,,,,,,,,43.0,,0.0,,,-43.0,,,,,0
17127,,0.0,,1.0,135.0,,,,,,,,,,0.0,,,,131.0,,,0.044,0.123,,,,,,,,,,,,,,,,,,73.0,,,,,51.0,,,,,0
17129,,,,0.0,0.02,,,,,,,,,,0.0,,,,-207.0,,,,73.0,,0.0,,,,,,,,,,,,-215.0,,,,0.104,,0.0,,,-39.0,-124.0,,,,0
17131,,0.0,,1.0,,,,,,,,,,-53.0,0.0,,,,-174.0,,,,-23.0,,,,,,,,-0.08800000000000001,,,,,,,,,,0.104,,,,,-71.0,,,,-53.0,0
17132,,0.0,,0.0,,,,,,,,,,,0.0,,,,-193.0,,,-43.0,-145.0,,,,,,,,,,,,,,,,,,-0.199,,,,,-8.0,,,,,0
17133,0.037000000000000005,,,4.0,,,,,,,,,,,0.0,,,,0.238,,,,-31.0,,0.0,,,,,,,,,,,,-179.0,,,,-0.16899999999999998,,0.0,,,-39.0,-0.123,,,,0
17138,-0.14300000000000002,,,0.0,,,,,,,,,,,0.0,,,,0.044,,,,,,0.0,,,,,,,,,,,,-161.0,,,,,,0.0,,,-35.0,,,,,0
17139,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-233.0,,,0.0,,,,,,,,,,,0
17140,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,94.0,,,,,,,,,0
17142,0.26,,,4.0,79.0,,,,,,,,,,0.0,,,,131.0,,,,141.0,,,,,,,,,,,,,,-0.07,,,,0.013,,0.0,,,-0.02,,,,,0
17143,51.0,0.0,,0.0,,,,,,,,,,,0.0,,,,-38.0,,,,-0.02,,,,,,,,,,,,,,0.33,,,,-0.018000000000000002,,,,,-35.0,-0.08199999999999999,,,,0
17145,,,,1.0,,,,,,,,,,,0.0,,,,42.0,,,,0.014,,,,,,,,12.0,,,,,,,,,,134.0,,0.0,,,-71.0,,,,0.058,0
17146,385.0,,,-4.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,0.0,,,,,,,,,,,,-0.197,,,,,,0.0,,,,,,,,0
17149,0.08900000000000001,,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,,-95.0,,0.0,,,,,,,,,,,,-215.0,,,,225.0,,0.0,,,8.0,-0.056,,,,0
17150,-177.0,,,-4.0,,,,,,,,,,,0.0,,,,-146.0,,,,-49.0,,,,,,,,,,,,,,-361.0,,,,-48.0,,0.0,,,-0.09,,,,,0
17151,0.416,0.0,,4.0,,,,,,,,,,,0.0,,,,42.0,,,,66.0,,,,,,,,,,,,,,0.33,,,,73.0,,,,,-71.0,,,,,0
17153,,0.0,,-1.0,55.0,,,,,,,,,,0.0,,,,121.0,,,,307.0,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,-139.0,,,,,-67.0,,,,,0
17154,,0.0,,-4.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,0.059,,,,,0
17157,-141.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.029,,,,-95.0,,0.0,,,,,,,,,,,,294.0,,,,-48.0,,,,,-0.02,,,,,0
17158,,,,0.0,,,,,,,,,,,0.0,,,,0.101,,,,-46.0,,,,,,,,12.0,,,,,,,,,,43.0,,0.0,,,86.0,,,,2.0,0
17159,,0.0,,6.0,,,,,,,,,,,0.0,,,,-207.0,,,,128.0,,0.0,,,,,,,,,,,,312.0,,,,0.34600000000000003,,,,,-47.0,,,,,0
17161,,0.0,,2.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,0.0,,,,,,,,,,,,-33.0,,,,,,,,,,,,,,0
17166,,0.0,,5.0,,,,,,,,,,,0.0,,,,-0.17600000000000002,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,106.0,256.0,,,,0
17167,,,,-5.0,,,,,,,,,,,0.0,,,,-0.118,,,,0.06,,0.0,,,,,,,,,,,,-179.0,,,,498.0,,0.0,,,4.0,,,,,0
17168,-83.0,,,-3.0,,,,,,,,,,,0.0,,,,-38.0,,,,-15.0,,,,,,,,,,,,,,-15.0,,,,-48.0,,0.0,,,-86.0,-0.07,,,,0
17171,78.0,0.0,,-4.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,-12.0,-2.0,,,,0
17172,,0.0,,-3.0,-68.0,,,,,,,-0.013,,,0.0,,,,-193.0,,,,-12.0,,,,,,,,,,,,,,,-69.0,,,-0.108,,,,,-24.0,,,,,0
17175,3.0,,,2.0,212.0,,,,,,,,,,0.0,,,,19.0,,,,,,,,,,,,,,,,,,348.0,,,,,,0.0,,,71.0,,,,,0
17180,,,,-2.0,61.0,,,,,,,,,,0.0,,,,-0.097,,,-64.0,81.0,,,,,,,,,,,,,,,,,,-48.0,,0.0,,,-35.0,,,,,0
17181,,,,0.0,,,,,,,,,,,0.0,,,,0.101,,,,-23.0,,0.0,,,,,,,,,,,,-215.0,,,,195.0,,0.0,,,24.0,,,,,0
17182,-151.0,,,-5.0,,,,,,,,,,,0.0,,,,-91.0,,,,,,0.0,,,,,,,,,,,,348.0,,,,,,0.0,,,86.0,,,,,0
17183,,0.0,,6.0,-185.0,,,,,,,,,,0.0,17.0,,,-0.097,,,,66.0,,,,,,,,,3.0,,,,8.0,,,,,-139.0,,,,,47.0,,,,,0
17185,,,,-3.0,,,,,,,,,,,0.0,,,,-0.097,,,,0.05,,,,,,,,,,,,,,,,38.0,,-78.0,,0.0,,,-39.0,,,,0.058,0
17188,,0.0,,-2.0,,,,,,,,,,,0.0,,,,-207.0,,,,1.0,,,,,,,,,,,,,,-215.0,,,,-0.018000000000000002,,,,,-4.0,0.006999999999999999,,,,0
17189,,,,-3.0,0.07200000000000001,,,,,,,,,,0.0,,,,-207.0,,,,0.219,,,,,,,,,3.0,,,,-3.0,,,,,-0.018000000000000002,,0.0,,,-55.0,,,,,0
17191,-0.044,0.0,,0.0,,,,,,,,,,,0.0,,,,-193.0,,,,154.0,,,,,,,,,,,,,,-15.0,,,,43.0,,,,,-47.0,,,,,0
17197,0.199,0.0,,0.0,,,,,,,,,,,0.0,,,,0.15,,,,,,,,,,,,,,,,,,348.0,,,,,,,,,122.0,,,,,0
17204,,,,4.0,73.0,,19.0,,,-0.058,,,,,0.0,,,,-207.0,,,,-33.0,,,,,,,,,,,,,,,,,,-0.108,0.022,0.0,,,-24.0,,,,,0
17207,,,,-2.0,-16.0,,,,,,,,,,0.0,,,,-85.0,,,-0.037000000000000005,-98.0,,,,,,,,,,,,,,,,,,-78.0,,0.0,,,-16.0,,,,,0
17208,0.22,0.0,,-5.0,,,,,,,,,,,0.0,,,,-85.0,,,,141.0,,0.0,,,,,,,,,,,,3.0,,,,-78.0,,,,,-35.0,-0.026,,,,0
17209,,,,-3.0,,,,,,,,,,,0.0,,,,-66.0,,,,0.011,,0.0,,,,,,,,,,,,312.0,,,,0.16399999999999998,,0.0,,,-51.0,,,,,0
17210,,0.0,,-3.0,,,,,,,,,,-49.0,0.0,,,,0.23,,,,-67.0,,,,,,,,-0.08800000000000001,,0.01,,,,,,0.14300000000000002,,-48.0,,,,,35.0,,,,0.16899999999999998,0
17212,,,,1.0,98.0,,,,,141.0,,,,,0.0,,,,0.34600000000000003,,,,76.0,,,,,,,,,,,,-5.0,,,,,,-0.108,-78.0,0.0,,,31.0,,,,,0
17213,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,,,0.0,,,,,,,,,,,0
17215,0.123,,,1.0,,,,,,,,,,,0.0,,,,-228.0,,,,-0.08,,0.0,,,,,,,,,,,,-0.197,,,,-0.018000000000000002,,0.0,,,102.0,,,,,0
17216,,,,0.0,,,,,,,,,,,0.0,,,,121.0,,,,131.0,,0.0,,,,,,,,,,,,-0.197,,,,43.0,,0.0,,,12.0,-64.0,,,,0
17217,,,,0.0,,,,,,,,,,,0.0,,,,-38.0,,,,53.0,,,,,,,,,,,,,,3.0,,,,73.0,,0.0,,,-75.0,,,,,0
17219,65.0,,,0.0,,,,,,,,,,,0.0,,,,-163.0,,,,,,,,,,,,,,,,,,-15.0,,,,,,0.0,,,4.0,115.0,,,,0
17224,,0.0,,1.0,,,,,,,,,,,0.0,,,,-38.0,,,,-121.0,,,,,,,,,,,,,,-0.343,,,,0.104,,,,,-78.0,,,,,0
17227,,0.0,,-4.0,,,,,,,,,,,0.0,,,,0.04,,,,,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,,,,,,94.0,,,,,0
17233,,,,,-33.0,,,,0.08,,,,,,,,,,,,,87.0,,,,,,,,,12.0,,-31.0,,,,,,,0.0,,,,,,,,,,-109.0,0
17234,,,,-3.0,,,,,,,,,,,0.0,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.08199999999999999,,,,,0
17236,,0.0,,-3.0,0.07200000000000001,,,,,,,,,-0.07400000000000001,0.0,,,,-71.0,,,,,,,,,,,,12.0,,-3.0,,,,,,183.0,,,,,,,75.0,,,,2.0,0
17237,,,,,,,,,-131.0,,,,,76.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,0.0,,,,,,,,,,-53.0,0
17239,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,,,,-16.0,,,,,0
17242,,0.0,,0.0,,,,,,,,,,,0.0,,,,-146.0,,,,-12.0,,0.0,,,,,,,,,,,,0.33,,,,-0.108,,,,,-39.0,,,,,0
17246,-0.052000000000000005,,,-3.0,3.0,,,,,,,,,,0.0,,,,23.0,,,,42.0,,,,,,,,,,,,,,-33.0,,,,195.0,,0.0,,,-16.0,-0.14300000000000002,,,,0
17248,,,,1.0,,,,,,,,,,,0.0,,,,177.0,,,,-0.028,,0.0,,,,,,,,,,,,-15.0,,,,0.013,,0.0,,,-78.0,,,,,0
17249,-159.0,,,1.0,,,,,,,,,,,0.0,,,,-38.0,,,,-67.0,,0.0,,,,,,,,,,,,294.0,,,,-0.018000000000000002,,0.0,,,-0.08199999999999999,0.037000000000000005,,,,0
17255,,0.0,,0.0,121.0,,,,,,,,,,0.0,,,,-207.0,,,,-0.08,,,,,,,,,,,,,,348.0,,,,-48.0,,,,,24.0,,,,,0
17256,,,,0.0,0.11,,5.0,,,-142.0,,,,,0.0,,,,12.0,,,,151.0,,,,,,,,,,,,,,,,,,134.0,-24.0,0.0,,,-63.0,,,,,0
17258,,,,,,,,,,,,,,-0.014,,,,,,,,,,,,,,,,,,,-5.0,,,,,,0.123,0.0,,,,,,,,,,-53.0,0
17259,,,,,,,,,,,,,,-0.014,,,,,,,,,,,,,,,,,,,-5.0,,,,,,0.123,0.0,,,,,,,,,,-53.0,0
17261,,0.0,,-4.0,,,,,,,,,,,0.0,,,,-0.07200000000000001,,,,,,,,,,,,,,,,,,-215.0,,,,,,,,,-55.0,,,,,0
17263,292.0,0.0,,1.0,,,,,,,,,,,0.0,,,,121.0,,,,-33.0,,,,,,,,,,,,,,348.0,,,,73.0,,,,,-43.0,,,,,0
17264,,,,0.0,-0.08800000000000001,,-115.0,,,0.18600000000000005,,,,,0.0,,,,-0.097,,,,0.011,,,,,,,,,,,,,,,,,,225.0,-0.104,0.0,,,-0.059,,,,,0
17265,-0.1,,,-4.0,-263.0,,,,,,,,,,0.0,,,,0.23,,,,-12.0,,,,,,,,,,,,,,-179.0,,,,0.013,,0.0,,,-0.02,,,,,0
17268,,,,1.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,,-106.0,,0.0,,,,,,,,,,,,-0.197,,,,-48.0,,0.0,,,67.0,,,,,0
17272,,0.0,,-2.0,,,,,,,,,,,0.0,,,,-163.0,,,,,,,,,,,,,,,,,,-179.0,,,,,,,,,-0.02,5.0,,,,0
17273,,,,-3.0,,,,,,,,,,,0.0,,,,285.0,,,,-0.02,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,-0.018000000000000002,,0.0,,,-71.0,,,,,0
17274,,0.0,,6.0,,,,,,,,,,,0.0,,,,121.0,,,,-0.08,,0.0,,,,,,,,,,,,0.33,,,,255.0,,,,,-55.0,-0.241,,,,0
17277,,,,1.0,,,,,,,,,,1.0,0.0,,,,-66.0,,,,68.0,,,,,,,,-0.08800000000000001,,,,,,,,0.12,,0.16399999999999998,,0.0,,,-67.0,,,,0.058,0
17279,,0.0,,-5.0,,,,,,,,,,,0.0,,,,42.0,,,,258.0,,,,,,,,,,,,,,,,,,134.0,,,,,-55.0,,,,-109.0,0
17280,,,,4.0,-5.0,,,,,,,,,,0.0,,,,131.0,,,-0.08199999999999999,-124.0,,,,,,,,,,,,,,,,,,-0.16899999999999998,,0.0,,,-31.0,,,,,0
17281,-0.093,0.0,,4.0,,,,,,,,,,,0.0,,,,-226.0,,,,-15.0,,,,,,,,,,,,,,-15.0,,,,-0.108,,,,,-8.0,,,,,0
17282,-168.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,,0
17283,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-66.0,,,,-64.0,,,,,,,,,,,,,,-33.0,,,,-0.018000000000000002,,,,,-31.0,,,,,0
17287,,,,0.0,,,,,,,,,,-107.0,0.0,,,,-0.029,,,,-31.0,,,,,,,,-0.08800000000000001,,,,,,,,109.0,,-78.0,,0.0,,,-8.0,,,,0.058,0
17288,-0.14800000000000002,0.0,,6.0,,,,,,,,,,,0.0,,,,0.07,,,,-0.036000000000000004,,,,,,,,,,,,,,-0.197,,,,0.013,,,,,-78.0,-0.04,,,,0
17289,0.13,0.0,,0.0,,,,,,,,,,,0.0,,,,0.34,,,,-0.054000000000000006,,0.0,,,,,,,,,,,,0.33,,,,134.0,,,,,-47.0,,,,,0
17290,,0.0,,0.0,78.0,,,,,,,,,,0.0,,,,12.0,,,,-0.14,,,,,,,,,0.0,,,,0.014,,,,,-139.0,,,,,-12.0,,,,,0
17291,-96.0,,,-2.0,,,,,,,,,,,0.0,,,,-174.0,,,,-23.0,,,,,,,,,,,,,,-0.052000000000000005,,,,43.0,,0.0,,,-55.0,-0.07400000000000001,,,,0
17292,188.0,0.0,,1.0,,,,,,,,,,,0.0,,,,-228.0,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,,,,94.0,,,,,0
17293,,0.0,,4.0,,,,,,,,,,,0.0,,,,0.393,,,,136.0,,0.0,,,,,,,,,,,,-233.0,,,,-0.108,,,,,-78.0,,,,,0
17295,,0.0,,-3.0,,,,,,,,,,,0.0,,,,177.0,,,,-0.054000000000000006,,,,,,,,12.0,,,,,,,,,,195.0,,,,,-67.0,,,,0.058,0
17296,,,,3.0,,,,,,,,,,,0.0,,,,-218.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.11,,,,-53.0,0
17299,,0.0,,1.0,,,,,,,,,,,0.0,,,,-228.0,,,,,,,,,,,,12.0,,-24.0,,,,,,-262.0,,,,,,,0.11,,,,-53.0,0
17301,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.393,,,,-33.0,,0.0,,,,,,,,,,,,312.0,,,,-48.0,,,,,-51.0,,,,,0
17304,,,,-2.0,-1.0,,,,,,,,,,0.0,,,,-193.0,,,-4.0,-12.0,,,,,,,,,,,,,,,,,,-0.108,,0.0,,,-12.0,,,,,0
17305,0.21,0.0,,0.0,,,,,,,,,,,0.0,,,,-193.0,,,,-0.036000000000000004,,,,,,,,,,,,,,-15.0,,,,-139.0,,,,,16.0,,,,,0
17307,,0.0,,-3.0,,,,,,,,,,-57.0,0.0,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.208,,,,-53.0,0
17311,-0.11,,,1.0,,,,,,,,,,,0.0,,,,-146.0,,,,-77.0,,0.0,,,,,,,,,,,,-361.0,,,,-78.0,,0.0,,,-78.0,,,,,0
17313,,,,0.0,,,,,,,,,,,0.0,,,,12.0,,,-32.0,32.0,,,,,,,,,,,,,,,,,,-139.0,,0.0,,,-8.0,,,,,0
17314,,,,3.0,,,,,,,-402.0,-12.0,,,0.0,,,,23.0,,,,-0.093,,,,,,,-21.0,,,,,,,,-0.036000000000000004,,,-139.0,,0.0,,,-0.02,,,,,0
17316,,0.0,,1.0,0.09,,0.036000000000000004,,,-162.0,,,,,0.0,,,,-0.097,,,,0.18,,,,,,,,,,,,,,,,,,0.104,-161.0,,,,-55.0,,,,,0
17317,-6.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,,42.0,,0.0,,,,,,,,,,,,-161.0,,,,-78.0,,,,,12.0,,,,,0
17318,,,,1.0,,,,,,,,,,,0.0,,,,319.0,,,,-38.0,,,,,,,,,,,,,,-0.197,,,,-48.0,,0.0,,,35.0,,,,,0
17319,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-207.0,,,,0.06,,,,,,,,,,,,,,-179.0,,,,195.0,,,,,-16.0,-136.0,,,,0
17320,-39.0,0.0,,-2.0,-92.0,,,,,,,,,,0.0,,,,-207.0,,,,0.014,,0.0,,,,,,,,,,,,0.33,,,,-0.199,,,,,-39.0,,,,,0
17321,-122.0,,,1.0,,,,,,,,,,,0.0,,,,-207.0,,,,0.037000000000000005,,0.0,,,,,,,,,,,,294.0,,,,73.0,,0.0,,,-67.0,,,,,0
17322,76.0,,,0.009000000000000001,,,,,,,,,,,0.0,,,,-146.0,,,,-5.0,,,,,,,,,,,,,,-0.197,,,,-78.0,,0.0,,,-94.0,,,,,0
17327,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-38.0,,,,34.0,,,,,,,,,,,,,,-0.197,,,,-0.018000000000000002,,,,,-0.08199999999999999,,,,,0
17330,5.0,0.0,,0.0,,,,,,,,,,,0.0,,,,-193.0,,,,0.08900000000000001,,0.0,,,,,,,,,,,,-15.0,,,,-0.199,,,,,-12.0,-0.14,,,,0
17331,5.0,,,4.0,,,-0.08199999999999999,,,-341.0,,,,,0.0,,,,12.0,,,,0.029,,0.0,,,,,,,,,,,,-15.0,,,,-48.0,-121.0,0.0,,,-16.0,-0.14,,,,0
17333,0.173,0.0,,1.0,,,,,,,,,,,0.0,,,,0.101,,,,-0.101,,0.0,,,,,,,,,,,,-0.197,,,,0.16399999999999998,,,,,86.0,,,,,0
17335,,,,0.006999999999999999,,,,,,,,,,,0.0,,,,12.0,,,,-147.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.108,,0.0,,,-31.0,,,,,0
17338,,,,3.0,,,,,,,,,,,0.0,,,,165.0,,,,,,,,,,,,12.0,,,,,,,,,,,,0.0,,,86.0,,,,2.0,0
17341,-49.0,,,4.0,,,,,,,,,,,0.0,,,,-38.0,,,,-0.01,,0.0,,,,,,,,,,,,0.33,,,,-48.0,,0.0,,,4.0,,,,,0
17346,,,,-5.0,-92.0,,,,,,,,,,0.0,,,,-0.097,,,64.0,73.0,,,,,,,,,,,,,,,,,,0.4370000000000001,,0.0,,,47.0,,,,,0
17349,-131.0,0.0,,3.0,,,,,,,,,,,0.0,,,,-146.0,,,,-0.09,,,,,,,,,,,,,,-15.0,,,,-139.0,,,,,-78.0,,,,,0
17350,,,,4.0,,,,,,,,,,,0.0,,,,-207.0,,,-83.0,-23.0,,,,,,,,,,,,,,,,,,-139.0,,0.0,,,0.02,,,,,0
17355,,0.0,,-3.0,-65.0,,,,,,,,,,0.0,,,,0.07,,,,-153.0,,,,,,,,,,,,,,312.0,,,,43.0,,,,,-51.0,,,,,0
17358,,0.0,,-2.0,39.0,,,,,,,,,,0.0,,,,131.0,,,-76.0,-132.0,,,,,,,,,,,,,,,,,,-0.018000000000000002,,,,,39.0,,,,,0
17360,,0.0,,6.0,106.0,,,,,,,,,,0.0,-0.044,,,12.0,,,,245.0,,,,,,,,,,,,,,,,,,0.104,,,,,-47.0,,,,,0
17361,,,,1.0,,,,,,,,,,-31.0,0.0,,,,-38.0,,,,-0.09,,,,,,,,,,,,,,,,,,0.013,,0.0,,,43.0,,,,-53.0,0
17362,,0.0,,0.009000000000000001,,,,,,,,,,,0.0,,,,0.238,,,,76.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.16899999999999998,,,,,-31.0,-0.06,,,,0
17366,0.246,,,-3.0,,,,,,,,,,,0.0,,,,0.15,,,,,,,,,,,,,,,,,,-33.0,,,,,,0.0,,,,63.0,,,,0
17367,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.238,,,,331.0,,,,,,,,,,,,,,-33.0,,,,-0.16899999999999998,,,,,-0.02,-0.056,,,,0
17369,,,,0.0,,,,,,,,,,,0.0,,,,121.0,,,,16.0,,,,,,,,,,,,,,-179.0,,,,255.0,,0.0,,,-0.027000000000000003,,,,,0
17371,,,,-3.0,,,,,,,,,,-0.101,0.0,,,,-193.0,,,,-0.041,,,,,,,,,,,,,,,,,,0.013,,0.0,,,-4.0,,,,-53.0,0
17372,,0.0,,6.0,,,,,,,,,,,0.0,,,,0.23,,,,53.0,,0.0,,,,,,,,,,,,312.0,,,,285.0,,,,,-55.0,,,,,0
17374,39.0,,,3.0,,,,,,,,,,,0.0,,,,-218.0,,,,,,0.0,,,,,,,,,,,,-161.0,,,,,,0.0,,,63.0,-0.011,,,,0
17375,,,,1.0,,,,,,,,,,,0.0,,,,23.0,,,64.0,138.0,,,,,,,,,,,,,,,,,,-139.0,,0.0,,,35.0,,,,,0
17381,,,,-3.0,,,,,,,,,,,0.0,,,,275.0,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,0.0,,,75.0,85.0,,,,0
17382,,,,0.0,,,,,,,,,,,0.0,,,,-71.0,,,,,,,,,,,,,,,,,,-179.0,,,,,,0.0,,,94.0,,,,,0
17386,,0.0,,1.0,,,,,,,,,,-0.11,0.0,,,,-193.0,,,,-69.0,,,,,,,,,,,,,,,,35.0,,-48.0,,,,,67.0,,,,-53.0,0
17387,,,,-3.0,,,,,,,,,,,0.0,,,,-193.0,,,64.0,-62.0,,,,,,,,,,,,,,,,,,-0.108,,0.0,,,-39.0,,,,,0
17388,,,,0.0,,,,,,-85.0,,,,,0.0,,,,-0.097,,,,-33.0,,,,,,,,,,,,0.0,,,,,,-0.108,39.0,0.0,,,-43.0,,,,,0
17398,,0.0,,0.0,0.1,,,,,,,,,,0.0,,,,-85.0,,,-0.041,133.0,,,,,,,,,,,,,,,,,,0.104,,,,,-39.0,,,,,0
